"#";"country";"family";"name";"shape";"h";"t_web";"b_upper";"t_upper";"b_lower";"t_lower";"r";"ex";"ey";"ez";"zs";"A";"A_y";"A_z";"Iy";"Wy_u";"Wy_l";"Wply";"i_y";"Iz";"Wz";"Wplz";"i_z";"It";"Wt";"Cw";"alpha_y";"alpha_z";"alpha_lt";"Product"
"#";"-";"-";"-";"-";"mm";"mm";"mm";"mm";"mm";"mm";"mm";"cm";"cm";"cm";"cm";"cm2";"cm2";"cm2";"cm4";"cm3";"cm3";"cm3";"cm";"cm4";"cm3";"cm3";"cm";"cm4";"cm3";"cm6";"-";"-";"-";"-"
;"Japan";"JIS(広幅)";"H-150x150x7x10x8";"H";150;6.999999999999999;150;10;150;10;8;0;0;0;7.5;39.649380701702526;25;9.95781725141877;1622.6233431275705;-216.34977908367605;216.34977908367605;243.04780242719497;6.397210708931976;563.037515850636;-75.0716687800848;114.3829553794673;3.7683433167464786;12.492547359386103;8.565048221398039;27562.49999999998;0.34;0.49;0.34;2
;"Japan";"JIS(広幅)";"H-175x175x7.5x11x13";"H";175;7.5;175;11;175;11;13;0;0;0;8.75;51.42570841543325;32.083333333333336;13.84225701286104;2895.1330588075525;-330.87234957800587;330.872349578006;370.2685362176825;7.503158533574541;983.8185030354102;-112.436400346904;171.5543363161694;4.373884913373678;20.969389296782804;12.187763622071321;66066.80208333334;0.34;0.49;0.34;2
;"Japan";"JIS(広幅)";"H-200x200x8x12x13";"H";200;8;200;12;200;12;13;0;0;0;9.999999999999998;63.530708415433246;40.00000000000001;16.34225701286104;4715.6290289876315;-471.562902898763;471.5629028987631;525.4969758954306;8.615450017529092;1601.5286327939787;-160.15286327939782;243.81754152655523;5.020829859826867;29.8361794246988;16.2153952559509;141376.00000000003;0.34;0.49;0.34;2
;"Japan";"JIS(広幅)";"H-200x204x12x12x13";"H";200;12;203.99999999999997;12;203.99999999999997;12;13;0;0;0;9.999999999999998;71.53070841543325;40.800000000000004;22.60892367952771;4982.295695654299;-498.22956956542976;498.22956956543;565.4969758954306;8.345809866510931;1701.703544407884;-166.83368082430235;257.3236832096418;4.8774821493189675;39.22904125675995;20.34821015154279;150029.342208;0.34;0.49;0.34;2
;"Japan";"JIS(広幅)";"H-250x250x9x14x13";"H";250;9;250;13.999999999999998;250;13.999999999999998;13;0;0;0;12.5;91.43070841543324;58.33333333333332;21.94225701286104;10748.410365624253;-859.8728292499401;859.8728292499401;952.5706052509267;10.842416273901357;3648.0634637176718;-291.8450770974137;443.06957694732677;6.316625803826188;56.00283424405362;26.952321124254727;507645.83333333314;0.34;0.49;0.34;2
;"Japan";"JIS(広幅)";"H-250x255x14x14x13";"H";250;13.999999999999998;255;13.999999999999998;255;13.999999999999998;13;0;0;0;12.5;103.93070841543323;59.49999999999999;31.775590346194363;11399.45203229092;-911.9561625832735;911.9561625832735;1030.6956052509267;10.472974448270532;3875.5730881339664;-303.9665167163895;467.4897540511851;6.106551470239544;74.74515649190043;34.29869097476447;538717.8194999999;0.34;0.49;0.34;2
;"Japan";"JIS(広幅)";"H-300x300x10x15x13";"H";300;10;300;15;300;15;13;0;0;0;15;118.45070841543323;75;28.208923679527704;20185.976217968266;-1345.731747864551;1345.731747864551;1483.9133054479664;13.054373897549295;6753.242514850108;-450.2161676566738;682.8966123680983;7.550702195009225;82.23352135823943;37.25389874418279;1370671.8749999993;0.34;0.49;0.34;2
;"Japan";"JIS(広幅)";"H-294x302x12x12x13";"H";294;12;302;12;302;12;13;0;0;0;14.699999999999996;106.33070841543325;60.4;32.00892367952771;16639.972617968266;-1131.9709263923987;1131.9709263923992;1259.8313054479665;12.509701588753508;5513.8459444078835;-365.15536055681343;558.2356832096418;7.201085381344553;55.93304125675995;29.01262027940437;1095188.9412959993;0.34;0.49;0.34;2
;"Japan";"JIS(広幅)";"H-300x305x15x15x13";"H";300;15;305;15;305;15;13;0;0;0;15.000000000000002;133.45070841543324;76.25;40.083923679527715;21310.976217968266;-1420.731747864551;1420.7317478645507;1596.4133054479662;12.636919834319244;7102.406490310122;-465.73157313508995;714.3842894719567;7.295285968298616;108.07419212673278;46.916295250699555;1440354.0410156243;0.34;0.49;0.34;2
;"Japan";"JIS(広幅)";"H-344x348x10x16x13";"H";343.99999999999994;10;347.99999999999994;16;347.99999999999994;16;13;0;0;0;17.2;144.01070841543324;92.8;32.00892367952771;32846.19612496178;-1909.6625654047548;1909.6625654047548;2091.8737931203764;15.102371440942576;11242.043714850108;-646.0944663706958;977.7786123680983;8.835380177052476;111.45005694784784;48.15546434523714;3022693.834751998;0.34;0.49;0.34;2
;"Japan";"JIS(広幅)";"H-350x350x12x19x13";"H";350;12;350;19;350;19;13;0;0;0;17.5;171.89070841543324;110.83333333333333;38.425590346194376;39846.28585829513;-2276.9306204740064;2276.9306204740074;2515.3917931203773;15.2253653356195;13582.81247774122;-776.1607130137837;1176.273683209642;8.889322280483782;186.19341152130715;69.55595839795497;3718797.067708334;0.34;0.49;0.34;2
;"Japan";"JIS(広幅)";"H-400x400x13x21x22";"H";400;13;400;21;400;21;22;0;0;0;20;218.6946915566254;140;52.220576297187826;66621.41070034193;-3331.070535017096;3331.070535017096;3672.4603052669877;17.45371144150108;22412.674676300405;-1120.6337338150202;1699.8677231084143;10.123430903165984;304.2502939078391;95.84018837898294;8043896;0.34;0.49;0.34;2
;"Japan";"JIS(広幅)";"H-388x402x15x15x22";"H";387.99999999999994;15;402;15;402;15;22;0;0;0;19.4;178.45469155662536;100.5;55.58724296385448;48965.16856700858;-2523.9777611860095;2523.9777611860095;2802.1323052669864;16.564549993553587;16258.381034504318;-808.874678333548;1237.3251922640766;9.544972110649743;155.47037790534878;60.2385301140076;5649055.4826449985;0.34;0.49;0.34;2
;"Japan";"JIS(広幅)";"H-394x398x11x18x22";"H";394;11;397.99999999999994;18;397.99999999999994;18;22;0;0;0;19.7;186.8146915566254;119.4;44.52890963052117;56145.307633675264;-2850.0156159226017;2850.0156159226017;3118.442305266987;17.336092648186586;18922.621811927616;-950.8855181873173;1440.7922539527513;10.064336321182259;193.9476353424321;69.22527966798302;6684765.385343998;0.34;0.49;0.34;2
;"Japan";"JIS(広幅)";"H-414x405x18x28x22";"H";413.99999999999994;18;405;27.999999999999996;405;27.999999999999996;22;0;0;0;20.7;295.39469155662533;189;71.62890963052115;92771.1383670086;-4481.697505652589;4481.697505652589;5026.305305266987;17.721688543863223;31026.87487274356;-1532.1913517404223;2331.12889599757;10.248673882009596;716.3307985749822;177.37132384316135;11547460.055249996;0.34;0.49;0.34;2
;"Japan";"JIS(広幅)";"H-400x408x21x21x22";"H";400;21;407.99999999999994;21;407.99999999999994;21;22;0;0;0;19.999999999999996;250.69469155662537;142.79999999999998;77.4872429638545;70888.0773670086;-3544.403868350429;3544.40386835043;3992.460305266987;16.815664342537602;23809.26667210286;-1167.1209152991598;1793.7455997310637;9.745417306775229;411.65053657361926;122.87633307386432;8536246.786368;0.34;0.49;0.34;2
;"Japan";"JIS(広幅)";"H-428x407x20x35x22";"H";428;20;407;35;407;35;22;0;0;0;21.4;360.6546915566254;237.4166666666667;81.79557629718782;119204.07790034197;-5570.284014034671;5570.284014034671;6311.432305266988;18.18024632815966;39361.648882191985;-1934.233360304274;2940.8538651532326;10.446982049097615;1325.2271438262542;274.4550871202838;15185361.358426876;0.34;0.49;0.34;2
;"Japan";"JIS(広幅)";"H-458x417x30x50x22";"H";457.99999999999994;30;417.00000000000006;50;417.00000000000006;50;22;0;0;0;22.900000000000002;528.5546915566255;347.50000000000006;123.79557629718786;187137.97156700856;-8171.963823886838;8171.963823886835;9540.357305266987;18.816376434453016;60524.16133690106;-2902.837474191897;4436.048710931547;10.700878280526736;3893.380393465957;589.4368396718729;25147062.0684;0.34;0.49;0.34;2
;"Japan";"JIS(広幅)";"H-498x432x45x70x22";"H";498;45;432.00000000000006;70;432.00000000000006;70;22;0;0;0;24.899999999999995;770.0546915566256;504.0000000000001;189.62890963052124;297909.6485670086;-11964.242914337692;11964.242914337696;14456.892305266985;19.66896461481915;94362.283667299;-4368.624243856434;6724.467229599016;11.069765878133472;11025.360564182514;1234.5825069236064;43075028.82816002;0.34;0.49;0.34;2
;"Japan";"SH";"H-400x200x9x12x13";"H";400;9;200;12;200;12;13;0;0;0;20;83.29070841543326;40.00000000000001;32.90892367952771;22554.950855106243;-1127.7475427553118;1127.7475427553118;1276.148060049763;16.455938840800517;1603.1656803843396;-160.31656803843393;248.6880769473269;4.387235281181029;36.385392382042625;19.521649192653346;602176.0000000002;0.21;0.34;0.34;2
;"Japan";"SH";"H-400x200x9x16x13";"H";400;9;200;16;200;16;13;0;0;0;20;98.57070841543324;53.333333333333336;33.47559034619438;27820.173853746237;-1391.0086926873116;1391.0086926873116;1559.7757766835896;16.79987231457659;2136.4504137176727;-213.64504137176723;328.52607694732694;4.6555658069448596;68.96543799538193;30.091624487215086;786432.0000000001;0.21;0.34;0.34;2
;"Japan";"SH";"H-400x200x9x19x13";"H";400;9;200;19;200;19;13;0;0;0;20;110.03070841543324;63.33333333333333;33.90059034619438;31621.523551493465;-1581.0761775746728;1581.0761775746728;1768.4855641589597;16.952526847396157;2536.413963717673;-253.6413963717672;388.4045769473269;4.80123665623754;106.0226473237851;40.57742192819328;919353.0000000001;0.21;0.34;0.34;2
;"Japan";"SH";"H-400x200x9x22x13";"H";400;9;200;22;200;22;13;0;0;0;20;121.49070841543326;73.33333333333334;34.325590346194375;35298.678776755485;-1764.933938837774;1764.933938837774;1973.7573516343293;17.045419454583925;2936.377513717673;-293.63775137176725;448.2830769473269;4.916255130104776;155.89424752232068;53.13643799558846;1047816.0000000002;0.21;0.34;0.34;2
;"Japan";"SH";"H-400x200x12x16x13";"H";400;12;200;16;200;16;13;0;0;0;20.000000000000004;109.61070841543324;53.333333333333336;43.075590346194375;29066.074653746236;-1453.3037326873118;1453.3037326873114;1661.3437766835896;16.284210212014155;2139.8688777412176;-213.98688777412173;334.53968320964185;4.418420944555695;83.18397193538809;35.30898842021309;786432.0000000001;0.21;0.34;0.34;2
;"Japan";"SH";"H-400x200x12x19x13";"H";400;12;200;19;200;19;13;0;0;0;20;120.89070841543324;63.33333333333333;43.42559034619438;32807.47175149347;-1640.373587574673;1640.373587574673;1866.7685641589596;16.473653254753;2539.782477741218;-253.97824777412174;394.32368320964184;4.583548171977423;120.48341152130712;45.00878463393274;919353.0000000001;0.21;0.34;0.34;2
;"Japan";"SH";"H-400x200x12x22x13";"H";400;12;200;22;200;22;13;0;0;0;20;132.17070841543324;73.33333333333334;43.77559034619437;36426.62917675549;-1821.3314588377739;1821.3314588377739;2068.8093516343292;16.60129180902779;2939.6960777412182;-293.96960777412176;454.10768320964195;4.716106540559645;170.5889403159854;56.90306681845292;1047816.0000000002;0.21;0.34;0.34;2
;"Japan";"SH";"H-450x200x9x12x13";"H";450;9;200;12;200;12;13;0;0;0;22.499999999999996;87.79070841543326;40.00000000000001;36.65892367952772;29465.63308295151;-1309.5836925756223;1309.5836925756228;1489.999831088346;18.320343467885024;1603.4694303843394;-160.3469430384339;249.70057694732694;4.273720003433085;37.60039238204262;20.173526284427677;767376.0000000001;0.21;0.34;0.49;2
;"Japan";"SH";"H-450x200x9x16x13";"H";450;9;200;16;200;16;13;0;0;0;22.499999999999996;103.07070841543326;53.333333333333336;37.22559034619439;36244.49466476063;-1610.8664295449164;1610.8664295449169;1811.827547722173;18.752250420280262;2136.754163717673;-213.67541637176723;329.5385769473269;4.553125791536794;70.18043799538194;30.621764290784732;1004565.3333333336;0.21;0.34;0.49;2
;"Japan";"SH";"H-450x200x9x19x13";"H";450;9;200;19;200;19;13;0;0;0;22.5;114.53070841543325;63.33333333333333;37.650590346194384;41161.018299884716;-1829.378591105987;1829.378591105987;2049.187335197543;18.957544395558728;2536.7177137176727;-253.67177137176722;389.4170769473269;4.706251124139694;107.23764732378508;41.04243170570045;1176486.3333333335;0.21;0.34;0.49;2
;"Japan";"SH";"H-450x200x9x22x13";"H";450;9;200;22;200;22;13;0;0;0;22.499999999999996;125.99070841543325;73.33333333333334;38.07559034619436;45936.15746252358;-2041.606998334381;2041.6069983343814;2283.1091226729127;19.094490431613064;2936.681263717673;-293.66812637176724;449.29557694732694;4.8279097966643665;157.1092475223207;53.55056983939108;1343349.3333333335;0.21;0.34;0.49;2
;"Japan";"SH";"H-450x200x12x16x13";"H";450;12;200;16;200;16;13;0;0;0;22.5;115.61070841543324;53.333333333333336;48.075590346194375;38070.36046476063;-1692.0160206560279;1692.0160206560279;1942.8705477221731;18.14656644539554;2140.588877741218;-214.05888777412176;336.33968320964186;4.30296289466781;86.0639719353881;36.53145813744659;1004565.3333333336;0.21;0.34;0.49;2
;"Japan";"SH";"H-450x200x12x19x13";"H";450;12;200;19;200;19;13;0;0;0;22.5;126.89070841543324;63.33333333333333;48.42559034619439;42909.381499884716;-1907.083622217098;1907.083622217098;2176.4953351975428;18.389131409816727;2540.502477741218;-254.05024777412177;396.12368320964185;4.474503997397782;123.36341152130713;46.08466137172583;1176486.3333333335;0.21;0.34;0.49;2
;"Japan";"SH";"H-450x200x12x22x13";"H";450;12;200;22;200;22;13;0;0;0;22.499999999999996;138.17070841543324;73.33333333333334;48.77559034619436;47609.242862523584;-2115.966349445492;2115.9663494454926;2406.7361226729126;18.56255037723753;2940.4160777412185;-294.04160777412176;455.9076832096419;4.613137529475758;173.46894031598538;57.86374358995747;1343349.3333333335;0.21;0.34;0.49;2
;"Japan";"SH";"H-450x200x12x25x13";"H";450;12;200;25;200;25;13;0;0;0;22.499999999999996;149.45070841543324;83.33333333333334;49.125590346194365;52171.974952677236;-2318.75444234121;2318.75444234121;2633.5929101482834;18.68399100599379;3340.329677741218;-334.03296777412174;515.691683209642;4.727653918182361;238.0362500388534;71.72171882847223;1505208.3333333335;0.21;0.34;0.49;2
;"Japan";"SH";"H-450x250x9x12x13";"H";450;9;250;12;250;12;13;0;0;0;22.499999999999996;99.79070841543326;50;36.65892367952772;35222.39308295151;-1565.4396925756223;1565.4396925756225;1752.799831088346;18.78730028388124;3128.469430384339;-250.27755443074707;384.70057694732685;5.5991345634776435;43.360392382042626;23.263906571357836;1498781.2499999995;0.21;0.34;0.34;2
;"Japan";"SH";"H-450x250x9x16x13";"H";450;9;250;16;250;16;13;0;0;0;22.499999999999996;119.07070841543324;66.66666666666667;37.22559034619437;43782.14799809397;-1945.8732443597312;1945.8732443597316;2159.0275477221726;19.17547203492421;4170.087497051005;-333.60699976408034;509.53857694732676;5.917933967639269;83.83377132871529;36.579110341323194;1962041.666666666;0.21;0.34;0.34;2
;"Japan";"SH";"H-450x250x9x19x13";"H";450;9;250;19;250;19;13;0;0;0;22.499999999999996;133.53070841543325;79.16666666666667;37.65059034619438;49990.38163321806;-2221.794739254135;2221.794739254136;2458.6373351975426;19.348738253237443;4951.301047051005;-396.1040837640803;603.1670769473268;6.089324103535283;130.1009806571184;49.79278030356521;2297824.869791666;0.21;0.34;0.34;2
;"Japan";"SH";"H-450x250x9x22x13";"H";450;9;250;22;250;22;13;0;0;0;22.5;147.99070841543326;91.66666666666669;38.07559034619436;56020.15079585693;-2489.784479815863;2489.784479815863;2753.909122672913;19.45606068577365;5732.514597051006;-458.6011677640804;696.7955769473268;6.223796156531749;192.60258085565408;65.64844603365789;2623729.166666666;0.21;0.34;0.34;2
;"Japan";"SH";"H-450x250x12x16x13";"H";450;12;250;16;250;16;13;0;0;0;22.499999999999996;131.61070841543324;66.66666666666667;48.075590346194375;45608.01379809397;-2027.0228354708427;2027.0228354708431;2290.0705477221723;18.615511175662935;4173.92221107455;-333.913776885964;516.3396832096417;5.631532075402628;99.71730526872143;42.32687013025729;1962041.666666666;0.21;0.34;0.34;2
;"Japan";"SH";"H-450x250x12x19x13";"H";450;12;250;19;250;19;13;0;0;0;22.5;145.89070841543324;79.16666666666667;48.42559034619436;51738.74483321805;-2299.4997703652466;2299.4997703652466;2585.945335197542;18.831899497656135;4955.08581107455;-396.40686488596396;609.8736832096417;5.827895735491519;146.22674485464046;54.62567820566426;2297824.869791666;0.21;0.34;0.34;2
;"Japan";"SH";"H-450x250x12x22x13";"H";450;12;250;22;250;22;13;0;0;0;22.5;160.17070841543324;91.66666666666669;48.77559034619436;57693.236195856916;-2564.1438309269734;2564.1438309269734;2877.536122672913;18.978894082347868;5736.249411074551;-458.899952885964;703.4076832096418;5.984425500355551;208.96227364931872;69.70319528322197;2623729.166666666;0.21;0.34;0.34;2
;"Japan";"SH";"H-450x250x12x25x13";"H";450;12;250;25;250;25;13;0;0;0;22.5;174.45070841543324;104.16666666666667;49.125590346194365;63474.058286010564;-2821.0692571560244;2821.0692571560244;3164.842910148283;19.07487780273564;6517.413011074551;-521.393040885964;796.9416832096418;6.112252022933839;290.11958337218675;87.41473276384218;2939860.026041666;0.21;0.34;0.34;2
;"Japan";"SH";"H-450x250x12x28x13";"H";450;12;250;27.999999999999996;250;27.999999999999996;13;0;0;0;22.500000000000004;188.7307084154332;116.66666666666664;49.47559034619437;69083.78150367897;-3070.390289052398;3070.3902890523977;3447.865697623653;19.132281665525838;7298.57661107455;-583.8861288859639;890.4756832096416;6.21867414307915;391.75731751464053;107.62899035934637;3246322.9166666665;0.21;0.34;0.34;2
;"Japan";"SH";"H-500x200x9x12x13";"H";500;9;200;12;200;12;13;0;0;0;25;92.29070841543327;40.00000000000001;40.408923679527724;37473.6991659897;-1498.9479666395878;1498.9479666395878;1715.1016021269293;20.15042884003542;1603.7731803843392;-160.3773180384339;250.7130769473269;4.168621685986328;38.815392382042624;20.825403376202008;952576.0000000002;0.21;0.34;0.49;2
;"Japan";"SH";"H-500x200x9x16x13";"H";500;9;200;16;200;16;13;0;0;0;25;107.57070841543324;53.333333333333336;40.97559034619438;45957.19933096795;-1838.287973238718;1838.287973238718;2075.1293187607557;20.669490093672323;2137.0579137176724;-213.70579137176722;330.5510769473269;4.457189835370789;71.39543799538194;31.151904094354375;1249365.3333333333;0.21;0.34;0.49;2
;"Japan";"SH";"H-500x200x9x19x13";"H";500;9;200;19;200;19;13;0;0;0;24.999999999999996;119.03070841543325;63.33333333333333;41.40059034619439;52132.146903468885;-2085.285876138755;2085.2858761387556;2341.139106236126;20.92778649654267;2537.0214637176728;-253.7021463717672;390.42957694732684;4.616709643821743;108.45264732378509;41.507441483207614;1465286.3333333333;0.21;0.34;0.49;2
;"Japan";"SH";"H-500x200x9x22x13";"H";500;9;200;22;200;22;13;0;0;0;24.999999999999996;130.49070841543326;73.33333333333334;41.82559034619438;58148.52000348462;-2325.9408001393845;2325.940800139385;2603.7108937114963;21.10957736300501;2936.9850137176727;-293.69850137176724;450.3080769473269;4.744179043994905;158.3242475223207;53.96470168319369;1675549.3333333335;0.21;0.34;0.49;2
;"Japan";"SH";"H-500x200x12x16x13";"H";500;12;200;16;200;16;13;0;0;0;25;121.61070841543324;53.333333333333336;53.075590346194375;48519.780130967956;-1940.791205238718;1940.791205238718;2239.3973187607558;19.9743889735754;2141.3088777412177;-214.13088777412173;338.13968320964193;4.19617652274542;88.94397193538809;37.7539278546801;1249365.3333333333;0.21;0.34;0.49;2
;"Japan";"SH";"H-500x200x12x19x13";"H";500;12;200;19;200;19;13;0;0;0;25;132.89070841543324;63.33333333333333;53.42559034619438;54597.425103468886;-2183.897004138755;2183.897004138755;2501.2221062361255;20.269301013730498;2541.222477741218;-254.12224777412177;397.92368320964187;4.3729452080683915;126.24341152130712;47.160538109518924;1465286.3333333333;0.21;0.34;0.49;2
;"Japan";"SH";"H-500x200x12x22x13";"H";500;12;200;22;200;22;13;0;0;0;25;144.17070841543324;73.33333333333334;53.77559034619436;60518.99040348461;-2420.759616139384;2420.759616139384;2759.662893711496;20.48836587157143;2941.1360777412183;-294.11360777412176;457.7076832096419;4.516677092984036;176.34894031598537;58.82442036146203;1675549.3333333335;0.21;0.34;0.49;2
;"Japan";"SH";"H-500x200x12x25x13";"H";500;12;200;25;200;25;13;0;0;0;25;155.45070841543324;83.33333333333334;54.125590346194365;66286.5064310151;-2651.460257240604;2651.460257240604;3014.719681186866;20.649817248819936;3341.049677741218;-334.10496777412175;517.4916832096419;4.636018003311876;240.9162500388534;72.58947972704247;1880208.3333333333;0.21;0.34;0.49;2
;"Japan";"SH";"H-500x250x9x12x13";"H";500;9;250;12;250;12;13;0;0;0;25;104.29070841543326;50;40.408923679527724;44619.4591659897;-1784.7783666395876;1784.7783666395876;2007.901602126929;20.68422923275295;3128.7731803843385;-250.30185443074706;385.7130769473268;5.47727102808754;44.57539238204263;23.91578366313217;1860499.9999999998;0.21;0.34;0.34;2
;"Japan";"SH";"H-500x250x9x16x13";"H";500;9;250;16;250;16;13;0;0;0;25;123.57070841543326;66.66666666666667;40.97559034619438;55330.85266430129;-2213.234106572051;2213.234106572051;2462.3293187607555;21.160499406330622;4170.391247051005;-333.6312997640803;510.5510769473268;5.809391326578732;85.04877132871528;37.10925014489284;2440166.666666666;0.21;0.34;0.34;2
;"Japan";"SH";"H-500x250x9x19x13";"H";500;9;250;19;250;19;13;0;0;0;25;138.03070841543325;79.16666666666667;41.40059034619437;63127.510236802205;-2525.100409472088;2525.100409472088;2798.0891062361256;21.38560160492069;4951.604797051004;-396.12838376408035;604.1795769473267;5.9894249727436035;131.31598065711844;50.257790081072386;2861887.369791666;0.21;0.34;0.34;2
;"Japan";"SH";"H-500x250x9x22x13";"H";500;9;250;22;250;22;13;0;0;0;24.999999999999996;152.49070841543326;91.66666666666669;41.82559034619438;70724.01333681794;-2828.960533472717;2828.9605334727175;3129.510893711496;21.535837109645268;5732.818347051006;-458.6254677640804;697.8080769473269;6.1314388223520755;193.81758085565406;66.0625778774605;3272557.2916666665;0.21;0.34;0.34;2
;"Japan";"SH";"H-500x250x12x16x13";"H";500;12;250;16;250;16;13;0;0;0;25;137.61070841543324;66.66666666666667;53.075590346194375;57893.433464301284;-2315.737338572051;2315.737338572051;2626.5973187607556;20.51108045457661;4174.64221107455;-333.971376885964;518.1396832096418;5.507867888557711;102.59730526872141;43.549339847490785;2440166.666666666;0.21;0.34;0.34;2
;"Japan";"SH";"H-500x250x12x19x13";"H";500;12;250;19;250;19;13;0;0;0;25;151.89070841543324;79.16666666666667;53.425590346194355;65592.7884368022;-2623.711537472088;2623.711537472088;2958.1721062361257;20.78080863347366;4955.805811074551;-396.464464885964;611.6736832096418;5.712043898810044;149.10674485464045;55.70155494345735;2861887.369791666;0.21;0.34;0.34;2
;"Japan";"SH";"H-500x250x12x22x13";"H";500;12;250;22;250;22;13;0;0;0;25;166.17070841543324;91.66666666666669;53.77559034619436;73094.48373681796;-2923.7793494727175;2923.7793494727175;3285.4628937114962;20.973217750334854;5736.969411074551;-458.95755288596405;705.2076832096419;5.875759771101614;211.8422736493187;70.66387205472653;3272557.2916666665;0.21;0.34;0.34;2
;"Japan";"SH";"H-500x250x12x25x13";"H";500;12;250;25;250;25;13;0;0;0;25;180.45070841543324;104.16666666666667;54.125590346194365;80401.08976434842;-3216.0435905739364;3216.0435905739364;3608.4696811868657;21.1082229160472;6518.133011074551;-521.450640885964;798.7416832096419;6.010108517294872;292.9995833721867;88.2824936624124;3672281.901041666;0.21;0.34;0.34;2
;"Japan";"SH";"H-500x250x12x28x13";"H";500;12;250;27.999999999999996;250;27.999999999999996;13;0;0;0;25;194.7307084154332;116.66666666666664;54.475590346194366;87515.17691939368;-3500.607076775747;3500.607076775747;3927.1924686622347;21.199443749111825;7299.29661107455;-583.9437288859639;892.2756832096416;6.122422325910877;394.6373175146406;108.42022380509647;4061166.666666665;0.21;0.34;0.34;2
;"Japan";"SH";"H-500x300x9x16x13";"H";500;9;300;16;300;16;13;0;0;0;25;139.57070841543324;80;40.97559034619437;64704.505997634624;-2588.1802399053845;2588.1802399053845;2849.529318760755;21.53129352444403;7203.724580384339;-480.2483053589558;730.5510769473267;7.184249536525422;98.70210466204861;43.06659619543129;4216607.999999998;0.21;0.34;0.34;2
;"Japan";"SH";"H-500x300x9x19x13";"H";500;9;300;19;300;19;13;0;0;0;25;157.03070841543322;95;41.40059034619437;74122.87357013555;-2964.914942805421;2964.914942805421;3255.039106236125;21.72620278664811;8553.688130384337;-570.2458753589557;865.4295769473267;7.380476655463346;154.17931399045176;59.008138678937144;4945341.374999997;0.21;0.34;0.34;2
;"Japan";"SH";"H-500x300x12x16x13";"H";500;12;300;16;300;16;13;0;0;0;25;153.61070841543324;80;53.07559034619436;67267.08679763462;-2690.683471905384;2690.683471905384;3013.7973187607554;20.92620925601614;7207.975544407883;-480.53170296052554;738.1396832096417;6.850084143738973;116.25063860205476;49.344751840301484;4216607.999999998;0.21;0.34;0.34;2
;"Japan";"SH";"H-500x300x12x19x13";"H";500;12;300;19;300;19;13;0;0;0;25;170.8907084154332;95;53.425590346194355;76588.15177013555;-3063.5260708054216;3063.5260708054216;3415.122106236125;21.170034684365653;8557.889144407882;-570.5259429605254;872.9236832096418;7.0765911210186365;171.97007818797377;64.24257177739578;4945341.374999997;0.21;0.34;0.34;2
;"Japan";"SH";"H-500x300x12x22x13";"H";500;12;300;22;300;22;13;0;0;0;25;188.17070841543327;110;53.77559034619436;85669.97707015128;-3426.7990828060506;3426.7990828060506;3811.262893711496;21.337243596819434;9907.802744407883;-660.5201829605256;1007.7076832096417;7.256257163559121;247.33560698265208;82.50332374799103;5654978.999999999;0.21;0.34;0.34;2
;"Japan";"SH";"H-500x300x12x25x13";"H";500;12;300;25;300;25;13;0;0;0;25;205.4507084154332;125;54.125590346194365;94515.67309768175;-3780.6269239072694;3780.6269239072694;4202.219681186864;21.44855773362778;11257.716344407883;-750.5144229605254;1142.4916832096417;7.40237920834717;345.08291670552006;103.97550759778233;6345703.124999997;0.21;0.34;0.34;2
;"Japan";"SH";"H-500x300x12x28x13";"H";500;12;300;27.999999999999996;300;27.999999999999996;13;0;0;0;25;222.7307084154332;140;54.475590346194366;103128.35025272702;-4125.13401010908;4125.13401010908;4587.992468662234;21.517855463056335;12607.62994440788;-840.5086629605253;1277.2756832096416;7.523616969580972;467.81065084797405;128.5234143156356;7017695.999999996;0.21;0.34;0.34;2
;"Japan";"SH";"H-500x300x14x19x13";"H";500;13.999999999999998;300;19;300;19;13;0;0;0;24.999999999999993;180.13070841543322;95;61.442257012861035;78231.67057013554;-3129.2668228054204;3129.266822805422;3521.8441062361253;20.83998603771808;8562.073588133964;-570.8049058755976;879.074754051185;6.894386074763259;189.5072802645445;69.81958970852526;4945341.374999997;0.21;0.34;0.34;2
;"Japan";"SH";"H-500x300x14x22x13";"H";500;13.999999999999998;300;22;300;22;13;0;0;0;25;197.29070841543324;110;61.74225701286103;87250.29067015127;-3490.0116268060506;3490.0116268060506;3915.2308937114963;21.029557048312853;9911.936388133967;-660.7957592089311;1013.7807540511852;7.0880363643287385;265.080113049686;87.33408776504938;5654978.999999999;0.21;0.34;0.34;2
;"Japan";"SH";"H-500x300x14x25x13";"H";500;13.999999999999998;300;25;300;25;13;0;0;0;24.999999999999996;214.45070841543324;125;62.04225701286104;96034.42309768175;-3841.3769239072694;3841.37692390727;4303.469681186863;21.16165955678261;11261.799188133966;-750.7866125422643;1148.486754051185;7.246697734346127;363.05236643217756;108.172277025646;6345703.124999997;0.21;0.34;0.34;2
;"Japan";"SH";"H-500x300x14x28x13";"H";500;13.999999999999998;300;27.999999999999996;300;27.999999999999996;13;0;0;0;24.999999999999996;231.61070841543324;140;62.34225701286103;104587.15665272702;-4183.48626610908;4183.486266109081;4686.560468662235;21.250045322846734;12611.661988133963;-840.7774658755974;1283.192754051185;7.379158583896017;486.0194472620641;132.16954832444452;7017695.999999996;0.21;0.34;0.34;2
