"#";"country";"family";"name";"shape";"h";"t_web";"b_upper";"t_upper";"b_lower";"t_lower";"r";"ex";"ey";"ez";"zs";"A";"A_y";"A_z";"Iy";"Wy_u";"Wy_l";"Wply";"i_y";"Iz";"Wz";"Wplz";"i_z";"It";"Wt";"Cw";"alpha_y";"alpha_z";"alpha_lt";"Product"
"#";"-";"-";"-";"-";"mm";"mm";"mm";"mm";"mm";"mm";"mm";"cm";"cm";"cm";"cm";"cm2";"cm2";"cm2";"cm4";"cm3";"cm3";"cm3";"cm";"cm4";"cm3";"cm3";"cm";"cm4";"cm3";"cm6";"-";"-";"-";"-"
;"Japan";"SH";"H-500x300x16x19x13";"H";500;16;300;19;300;19;13;0;0;0;25;189.3707084154332;95;69.45892367952767;79875.18937013554;-3195.007574805421;3195.007574805421;3628.5661062361255;20.53759325696583;8567.580646028357;-571.172043068557;886.1498248927284;6.726245254312568;212.41425407117612;77.29663166009817;4945341.374999997;0.21;0.34;0.34;2
;"Japan";"SH";"H-500x300x16x22x13";"H";500;16;300;22;300;22;13;0;0;0;25;206.41070841543325;110;69.7089236795277;88830.60427015128;-3553.2241708060506;3553.2241708060506;4019.1988937114947;20.745083919892572;9917.375846028359;-661.1583897352239;1020.7658248927285;6.931580542841265;288.2184393227208;93.91158699880714;5654978.999999999;0.21;0.34;0.34;2
;"Japan";"SH";"H-500x300x16x25x13";"H";500;16;300;25;300;25;13;0;0;0;25;223.4507084154332;125;69.9589236795277;97553.17309768175;-3902.1269239072694;3902.1269239072694;4404.719681186864;20.89439651833685;11267.171046028356;-751.1447364018903;1155.3818248927284;7.100951979906713;386.4597264627895;113.99856618809028;6345703.124999997;0.21;0.34;0.34;2
;"Japan";"SH";"H-500x300x16x28x13";"H";500;16;300;27.999999999999996;300;27.999999999999996;13;0;0;0;25;240.49070841543323;140;70.20892367952769;106045.96305272702;-4241.83852210908;4241.83852210908;4785.128468662235;20.998966437112355;12616.966246028358;-841.131083068557;1289.9978248927284;7.243164019115591;509.740552742426;137.35786195734164;7017695.999999996;0.21;0.34;0.34;2
;"Japan";"SH";"H-500x300x16x32x13";"H";500;16;300;32;300;32;13;0;0;0;25;263.2107084154332;160;70.54225701286106;117017.55052447702;-4680.70202097908;4680.70202097908;5284.388185296061;21.085005782809862;14416.69317936169;-961.1128786241125;1469.4858248927283;7.400840607111869;717.2618193237082;173.2918208240922;7884863.999999996;0.21;0.34;0.34;2
;"Japan";"SH";"H-550x200x9x12x13";"H";550;9;200;12;200;12;13;0;0;0;27.499999999999996;96.79070841543326;40.00000000000001;44.15892367952772;46635.399104220814;-1695.832694698938;1695.8326946989387;1951.4533731655126;21.950328022054226;1604.0769303843394;-160.40769303843393;251.72557694732694;4.0709499424558455;40.03039238204263;21.47728046797634;1157776.0000000002;0.21;0.34;0.49;2
;"Japan";"SH";"H-550x200x9x16x13";"H";550;9;200;16;200;16;13;0;0;0;27.5;112.07070841543326;53.333333333333336;44.72559034619438;57014.5378523682;-2073.255921904298;2073.255921904298;2349.681089799339;22.555203282215363;2137.3616637176724;-213.7361663717672;331.56357694732685;4.367098113945568;72.61043799538193;31.68204389792402;1520832;0.21;0.34;0.49;2
;"Japan";"SH";"H-550x200x9x19x13";"H";550;9;200;19;200;19;13;0;0;0;27.5;123.53070841543325;63.33333333333333;45.150590346194384;64591.159362246;-2348.7694313543993;2348.7694313543993;2644.3408772747093;22.86646727024796;2537.325213717673;-253.73252137176723;391.4420769473269;4.532111663184492;109.6676473237851;41.9724512607148;1785753.0000000002;0.21;0.34;0.49;2
;"Japan";"SH";"H-550x200x9x22x13";"H";550;9;200;22;200;22;13;0;0;0;27.499999999999996;134.99070841543326;73.33333333333334;45.575590346194375;71992.01639963855;-2617.8915054414006;2617.891505441402;2935.5626647500794;23.093525099117226;2937.288763717673;-293.7288763717672;451.3205769473269;4.6646749250333395;159.5392475223207;54.3788335269963;2044416.0000000005;0.21;0.34;0.49;2
;"Japan";"SH";"H-550x200x12x16x13";"H";550;12;200;16;200;16;13;0;0;0;27.5;127.61070841543325;53.333333333333336;58.07559034619438;60489.333652368194;-2199.6121328133886;2199.6121328133886;2550.924089799339;21.771875409266073;2142.028877741218;-214.20288777412173;339.9396832096418;4.097029593390842;91.8239719353881;38.9763975719136;1520832;0.21;0.34;0.49;2
;"Japan";"SH";"H-550x200x12x19x13";"H";550;12;200;19;200;19;13;0;0;0;27.5;138.89070841543324;63.33333333333333;58.425590346194376;67946.602562246;-2470.7855477180356;2470.7855477180356;2840.948877274709;22.11807246392401;2541.9424777412178;-254.19424777412172;399.7236832096418;4.278054005741939;129.12341152130713;48.23641484731201;1785753.0000000002;0.21;0.34;0.49;2
;"Japan";"SH";"H-550x200x12x22x13";"H";550;12;200;22;200;22;13;0;0;0;27.5;150.17070841543324;73.33333333333334;58.77559034619436;75230.87179963855;-2735.6680654414017;2735.6680654414017;3127.589664750079;22.382337109574355;2941.856077741218;-294.18560777412176;459.50768320964187;4.42606814705448;179.2289403159854;59.7850971329666;2044416.0000000005;0.21;0.34;0.49;2
;"Japan";"SH";"H-550x200x12x25x13";"H";550;12;200;25;200;25;13;0;0;0;27.500000000000007;161.45070841543324;83.33333333333334;59.125590346194365;82344.17176454593;-2994.333518710761;2994.3335187107596;3410.846452225449;22.583770685647753;3341.7696777412184;-334.1769677741218;519.291683209642;4.549548294637969;243.7962500388534;73.45724062561268;2296875.0000000005;0.21;0.34;0.49;2
;"Japan";"SH";"H-550x250x9x12x13";"H";550;9;250;12;250;12;13;0;0;0;27.5;108.79070841543326;50;44.158923679527724;55320.15910422082;-2011.6421492443926;2011.6421492443926;2274.253373165513;22.549961662395795;3129.0769303843385;-250.32615443074707;386.72557694732683;5.363054594105763;45.790392382042626;24.5676607549065;2261281.25;0.21;0.34;0.49;2
;"Japan";"SH";"H-550x250x9x16x13";"H";550;9;250;16;250;16;13;0;0;0;27.5;128.07070841543324;66.66666666666667;44.72559034619437;68424.19118570154;-2488.1524067527826;2488.1524067527826;2776.8810897993394;23.114256605993155;4170.694997051005;-333.6555997640803;511.5635769473268;5.706624671121327;86.26377132871528;37.63938994846248;2970374.9999999995;0.21;0.34;0.49;2
;"Japan";"SH";"H-550x250x9x19x13";"H";550;9;250;19;250;19;13;0;0;0;27.5;142.53070841543325;79.16666666666667;45.15059034619439;77990.02269557933;-2836.000825293793;2836.000825293793;3148.790877274709;23.391889380095375;4951.9085470510045;-396.15268376408034;605.1920769473268;5.894297959654218;132.53098065711845;50.72279985857956;3487798.8281249995;0.21;0.34;0.49;2
;"Japan";"SH";"H-550x250x9x22x13";"H";550;9;250;22;250;22;13;0;0;0;27.5;156.99070841543326;91.66666666666669;45.575590346194375;87334.0097329719;-3175.7821721080686;3175.7821721080686;3516.362664750079;23.586023423432486;5733.122097051006;-458.64976776408037;698.8205769473268;6.043083858170536;195.03258085565406;66.47670972126312;3993000;0.21;0.34;0.49;2
;"Japan";"SH";"H-550x250x12x16x13";"H";550;12;250;16;250;16;13;0;0;0;27.5;143.61070841543324;66.66666666666667;58.07559034619437;71898.98698570153;-2614.5086176618734;2614.5086176618734;2978.1240897993393;22.37525397005033;4175.36221107455;-334.02897688596397;519.9396832096419;5.392046960408825;105.47730526872142;44.77180956472429;2970374.9999999995;0.21;0.34;0.49;2
;"Japan";"SH";"H-550x250x12x19x13";"H";550;12;250;19;250;19;13;0;0;0;27.500000000000007;157.89070841543324;79.16666666666667;58.42559034619436;81345.46589557933;-2958.01694165743;2958.0169416574286;3345.398877274709;22.698041659747066;4956.525811074551;-396.522064885964;613.4736832096418;5.602868109801121;151.98674485464045;56.77743168125044;3487798.8281249995;0.21;0.34;0.49;2
;"Japan";"SH";"H-550x250x12x22x13";"H";550;12;250;22;250;22;13;0;0;0;27.5;172.17070841543324;91.66666666666669;58.77559034619436;90572.8651329719;-3293.5587321080684;3293.5587321080684;3708.3896647500796;22.93609189049522;5737.689411074551;-459.015152885964;707.0076832096419;5.7728315436687;214.72227364931874;71.62454882623109;3993000;0.21;0.34;0.49;2
;"Japan";"SH";"H-550x250x12x25x13";"H";550;12;250;25;250;25;13;0;0;0;27.5;186.45070841543327;104.16666666666667;59.12559034619439;99583.75509787924;-3621.227458104699;3621.227458104699;4067.0964522254485;23.110653723668143;6518.85301107455;-521.5082408859639;800.5416832096419;5.912941405743709;295.87958337218674;89.15025456098262;4486083.984374999;0.21;0.34;0.49;2
;"Japan";"SH";"H-550x250x12x28x13";"H";550;12;250;27.999999999999996;250;27.999999999999996;13;0;0;0;27.5;200.7307084154332;116.66666666666664;59.47559034619437;108380.70619030132;-3941.116588738229;3941.116588738229;4421.519239700818;23.23641260600034;7300.01661107455;-584.001328885964;894.0756832096417;6.03052351866125;397.5173175146406;109.21145725084654;4967156.249999999;0.21;0.34;0.49;2
;"Japan";"SH";"H-550x300x9x16x13";"H";550;9;300;16;300;16;13;0;0;0;27.499999999999996;144.07070841543324;80;44.725590346194394;79833.84451903487;-2903.0488916012664;2903.0488916012678;3204.0810897993388;23.53995759177246;7204.028330384338;-480.2685553589558;731.5635769473266;7.071309730414618;99.9171046620486;43.596735999000934;5132807.999999999;0.21;0.34;0.34;2
;"Japan";"SH";"H-550x300x9x19x13";"H";550;9;300;19;300;19;13;0;0;0;27.5;161.53070841543325;95;45.15059034619439;91388.88602891265;-3323.2322192331862;3323.2322192331862;3653.2408772747085;23.78587558534653;8553.991880384337;-570.2661253589558;866.4420769473267;7.277075285550902;155.39431399045176;59.47314845644431;6026916.374999998;0.21;0.34;0.34;2
;"Japan";"SH";"H-550x300x12x16x13";"H";550;12;300;16;300;16;13;0;0;0;27.5;159.61070841543324;80;58.075590346194396;83308.64031903486;-3029.405102510358;3029.405102510358;3405.3240897993387;22.846201906656933;7208.695544407883;-480.5797029605255;739.9396832096418;6.720434138236188;119.13063860205477;50.56722155753499;5132807.999999999;0.21;0.34;0.34;2
;"Japan";"SH";"H-550x300x12x19x13";"H";550;12;300;19;300;19;13;0;0;0;27.500000000000007;176.8907084154332;95;58.42559034619436;94744.32922891264;-3445.2483355968234;3445.248335596822;3849.8488772747082;23.14323696295034;8558.609144407881;-570.5739429605254;874.7236832096416;6.955832030406422;174.85007818797376;65.31844851518888;6026916.374999998;0.21;0.34;0.34;2
;"Japan";"SH";"H-550x300x12x22x13";"H";550;12;300;22;300;22;13;0;0;0;27.5;194.17070841543324;110;58.77559034619436;105914.85846630523;-3851.4493987747346;3851.4493987747346;4289.189664750079;23.355361164347322;9908.522744407885;-660.5681829605255;1009.5076832096416;7.143525473673585;250.21560698265208;83.46400051949558;6899904;0.21;0.34;0.34;2
;"Japan";"SH";"H-550x300x12x25x13";"H";550;12;300;25;300;25;13;0;0;0;27.500000000000007;211.4507084154332;125;59.125590346194365;116823.33843121259;-4248.1213974986385;4248.121397498637;4723.346452225447;23.50499884370104;11258.43634440788;-750.5624229605254;1144.2916832096416;7.296833995601504;347.96291670552006;104.84326849635256;7751953.124999997;0.21;0.34;0.34;2
;"Japan";"SH";"H-550x300x12x28x13";"H";550;12;300;27.999999999999996;300;27.999999999999996;13;0;0;0;27.5;228.7307084154332;140;59.47559034619437;127472.87952363468;-4635.377437223077;4635.377437223077;5152.319239700818;23.60731856788417;12608.349944407883;-840.5566629605253;1279.0756832096415;7.42449449452814;470.690650847974;129.31464776138566;8583245.999999996;0.21;0.34;0.34;2
;"Japan";"SH";"H-550x300x14x19x13";"H";550;13.999999999999998;300;19;300;19;13;0;0;0;27.5;187.13070841543322;95;67.27559034619436;96981.29136224597;-3526.5924131725806;3526.5924131725806;3980.920877274708;22.765198973650673;8563.2169214673;-570.8811280978199;881.5247540511849;6.764659511594235;194.08061359787789;71.50452897042547;6026916.374999998;0.21;0.34;0.34;2
;"Japan";"SH";"H-550x300x14x22x13";"H";550;13.999999999999998;300;22;300;22;13;0;0;0;27.5;204.29070841543324;110;67.57559034619435;108074.09539963858;-3929.967105441402;3929.967105441402;4417.207664750078;23.000458703201335;9913.079721467302;-660.8719814311532;1016.2307540511849;6.965944214884131;269.65344638301934;88.84083185881433;6899904;0.21;0.34;0.34;2
;"Japan";"SH";"H-550x300x14x25x13";"H";550;13.999999999999998;300;25;300;25;13;0;0;0;27.5;221.45070841543324;125;67.87559034619437;118906.6717645459;-4323.878973256214;4323.878973256214;4848.346452225447;23.172056281234834;11262.942521467297;-750.8628347644865;1150.936754051185;7.1316069070362085;367.6256997655109;109.534912077789;7751953.124999997;0.21;0.34;0.34;2
;"Japan";"SH";"H-550x300x14x28x13";"H";550;13.999999999999998;300;27.999999999999996;300;27.999999999999996;13;0;0;0;27.5;238.6107084154332;140;68.17559034619437;129482.10925696802;-4708.440336617018;4708.440336617018;5274.337239700818;23.294849965878097;12612.805321467296;-840.8536880978197;1285.642754051185;7.2704431209826845;490.5927805953974;133.41323395144755;8583245.999999996;0.21;0.34;0.34;2
;"Japan";"SH";"H-550x300x16x22x13";"H";550;16;300;22;300;22;13;0;0;0;27.5;214.41070841543328;110;76.37559034619437;110233.33233297191;-4008.484812108069;4008.484812108069;4545.225664750079;22.67426574218773;9919.082512695024;-661.2721675130016;1023.9658248927285;6.801622364378729;295.0451059893875;96.13595231729627;6899904;0.21;0.34;0.34;2
;"Japan";"SH";"H-550x300x16x25x13";"H";550;16;300;25;300;25;13;0;0;0;27.5;231.45070841543324;125;76.62559034619439;120990.00509787924;-4399.63654901379;4399.63654901379;4973.346452225447;22.863646160064857;11268.877712695023;-751.258514179668;1158.5818248927283;6.977680437475122;393.2863931294562;116.01230826405525;7751953.124999997;0.21;0.34;0.34;2
;"Japan";"SH";"H-550x300x16x28x13";"H";550;16;300;27.999999999999996;300;27.999999999999996;13;0;0;0;27.500000000000007;248.4907084154332;140;76.87559034619437;131491.33899030136;-4781.503236010958;4781.503236010956;5396.355239700818;23.00347762397905;12618.672912695021;-841.2448608463347;1293.1978248927285;7.126097571892849;516.5672194090927;139.1974180463833;8583245.999999996;0.21;0.34;0.34;2
;"Japan";"SH";"H-600x200x9x12x13";"H";600;9;200;12;200;12;13;0;0;0;30;101.29070841543324;40.00000000000001;47.90892367952771;57006.98289764482;-1900.2327632548272;1900.2327632548272;2199.055144204096;23.72352522499488;1604.3806803843395;-160.4380680384339;252.7380769473269;3.979870194374212;41.245392382042624;22.129157559750666;1382976;0.21;0.34;0.49;2
;"Japan";"SH";"H-600x200x9x16x13";"H";600;9;200;16;200;16;13;0;0;0;30;116.57070841543326;53.333333333333336;48.475590346194394;69472.76022896134;-2315.7586742987114;2315.7586742987114;2635.482860837922;24.412517028780545;2137.665413717673;-213.76654137176723;332.57607694732695;4.282280856888019;73.82543799538193;32.212183701493665;1818965.3333333333;0.21;0.34;0.49;2
;"Japan";"SH";"H-600x200x9x19x13";"H";600;9;200;19;200;19;13;0;0;0;30;128.03070841543322;63.33333333333333;48.90059034619438;78594.30567621598;-2619.810189207199;2619.810189207199;2958.7926483132915;24.776414988370192;2537.628963717673;-253.76289637176723;392.45457694732687;4.4520187735235766;110.8826473237851;42.43746103822197;2137886.3333333335;0.21;0.34;0.49;2
;"Japan";"SH";"H-600x200x9x22x13";"H";600;9;200;22;200;22;13;0;0;0;30;139.49070841543326;73.33333333333334;49.32559034619437;87522.89665098538;-2917.429888366179;2917.429888366179;3278.664435788661;25.04887360650796;2937.5925137176732;-293.7592513717673;452.3330769473269;4.5890536651364116;160.7542475223207;54.792965370798925;2449949.333333333;0.21;0.34;0.49;2
;"Japan";"SH";"H-600x200x12x16x13";"H";600;12;200;16;200;16;13;0;0;0;30.000000000000004;133.61070841543324;53.333333333333336;63.075590346194375;74054.02102896133;-2468.4673676320444;2468.4673676320435;2877.450860837922;23.542560177718887;2142.748877741218;-214.27488777412177;341.7396832096419;4.004654051609243;94.7039719353881;40.19886728914711;1818965.3333333333;0.21;0.34;0.49;2
;"Japan";"SH";"H-600x200x12x19x13";"H";600;12;200;19;200;19;13;0;0;0;30.000000000000004;144.89070841543324;63.33333333333333;63.42559034619438;83031.91387621599;-2767.730462540533;2767.7304625405322;3195.6756483132917;23.938793382533458;2542.662477741218;-254.26624777412178;401.5236832096419;4.1891324237429375;132.00341152130713;49.31229158510511;2137886.3333333335;0.21;0.34;0.49;2
;"Japan";"SH";"H-600x200x12x22x13";"H";600;12;200;22;200;22;13;0;0;0;30;156.17070841543324;73.33333333333334;63.77559034619436;91819.88705098537;-3060.6629016995125;3060.6629016995125;3510.516435788661;24.24759038814582;2942.5760777412183;-294.2576077741218;461.3076832096419;4.340742862603044;182.10894031598536;60.74577390447114;2449949.333333333;0.21;0.34;0.49;2
;"Japan";"SH";"H-600x200x12x25x13";"H";600;12;200;25;200;25;13;0;0;0;30.000000000000004;167.45070841543324;83.33333333333334;64.12559034619436;100419.97095326959;-3347.3323651089863;3347.3323651089854;3821.9732232640317;24.48874624900945;3342.4896777412177;-334.24896777412175;521.091683209642;4.467777562878285;246.67625003885342;74.3250015241829;2755208.333333333;0.21;0.34;0.49;2
;"Japan";"SH";"H-600x200x12x28x13";"H";600;12;200;27.999999999999996;200;27.999999999999996;13;0;0;0;30;178.73070841543324;93.33333333333334;64.47559034619438;108834.19598306852;-3627.80653276895;3627.80653276895;4130.046010739401;24.676473683076637;3742.4032777412176;-374.24032777412174;580.8756832096419;4.57589135037658;327.2239841813073;89.89950018605754;3053717.3333333326;0.21;0.34;0.49;2
;"Japan";"SH";"H-600x250x9x16x13";"H";600;9;250;16;250;16;13;0;0;0;30;132.57070841543324;66.66666666666667;48.47559034619438;83118.41356229468;-2770.613785409822;2770.613785409822;3102.682860837922;25.039452825754914;4170.998747051005;-333.67989976408035;512.5760769473268;5.609139501054067;87.47877132871527;38.169529752032126;3552666.6666666656;0.21;0.34;0.49;2
;"Japan";"SH";"H-600x250x9x19x13";"H";600;9;250;19;250;19;13;0;0;0;30.000000000000004;147.03070841543325;79.16666666666667;48.900590346194384;94634.16900954931;-3154.4723003183108;3154.47230031831;3510.7426483132917;25.36997046247931;4952.2122970510045;-396.1769837640803;606.2045769473268;5.803575013672443;133.74598065711842;51.18780963608673;4175559.244791665;0.21;0.34;0.49;2
;"Japan";"SH";"H-600x250x12x16x13";"H";600;12;250;16;250;16;13;0;0;0;30;149.61070841543324;66.66666666666667;63.075590346194375;87699.67436229467;-2923.3224787431554;2923.3224787431554;3344.650860837922;24.211274448803056;4176.08221107455;-334.086576885964;521.7396832096417;5.283274554787606;108.35730526872143;45.9942792819578;3552666.6666666656;0.21;0.34;0.49;2
;"Japan";"SH";"H-600x250x12x19x13";"H";600;12;250;19;250;19;13;0;0;0;30.000000000000004;163.89070841543324;79.16666666666667;63.425590346194355;99071.77720954931;-3302.392573651644;3302.392573651643;3747.6256483132915;24.58656234567731;4957.24581107455;-396.57966488596395;615.2736832096418;5.499751426021932;154.86674485464044;57.85330841904353;4175559.244791665;0.21;0.34;0.49;2
;"Japan";"SH";"H-600x250x12x22x13";"H";600;12;250;22;250;22;13;0;0;0;30.000000000000004;178.17070841543324;91.66666666666669;63.77559034619436;110203.38038431872;-3673.4460128106243;3673.446012810623;4146.316435788661;24.870201545320494;5738.409411074551;-459.07275288596406;708.8076832096418;5.675153486254307;217.60227364931873;72.58522559773564;4785057.291666665;0.21;0.34;0.49;2
